name,team,Pos,wRC,oWAR,offWAR,atBats,plateAppearances,hits,doubles,triples,homeRuns,walks,hitByPitch,sacFlies,sacBunts,intentionalWalks,strikeouts,doublePlays,steals,caughtStealing,runs,rbis,avg,obp,slg,ops,wOBA,wRAA,wSB,spd,ubr,PosAdj
김동진,Lions (KBO),2루,-6.256529276,-0.3370833191,-0.3524999857,32,37,4,0,0,1,3,0,0,2,0,7,1,0,0,5,2,0.125,0.2,0.21875,0.41875,0.1862973293,-5.270249415,-0.003510852043,3.557142857,-0.1012395901,0.01541666667
윤준호,Bears (KBO),포수,22.22109601,-0.01226108506,-0.02059441839,4,6,2,1,0,0,2,0,0,0,0,2,0,0,0,4,2,0.25,0.25,0.25,0.5,0.2295134075,-0.4170572055,-0.0005851420072,6.414285714,0.01169816355,0.008333333332
이재원,Eagles (KBO),포수,51.63819709,-0.03999799323,-0.2983313265,20,23,4,2,0,0,2,0,0,1,0,5,0,0,1,1,0,0.2568807339,0.3032786885,0.2844036697,0.5876823582,0.2741551825,-8.038925177,-0.01930968624,1.935415237,-1.125078402,0.2583333333
문현빈,Eagles (KBO),2루,86.94210635,0.5359974736,0.4476641403,7,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0.2526315789,0.3222748815,0.3894736842,0.7117485657,0.3277304539,-3.710930379,-1.616640033,3.895675824,-0.7957881856,0.08833333334
장승현,Bears (KBO),포수,42.64068556,-0.07773575021,-0.1256524169,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2727272727,0.3,0.5727272727,0.2605010537,-1.768502209,-0.5488937301,3.461904762,-0.08912822985,0.04791666666
이명기,Eagles (KBO),지명,-129.0188381,-0.228937094,-0.2056037607,8,8,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,-2.456037607,0.0,,0.0,-0.02333333334
김수환,Heroes (KBO),지명,-129.0188381,-0.08585141025,-0.07710141025,63,77,14,2,0,0,8,1,2,3,0,15,1,3,1,13,6,0.0,0.0,0.0,0.0,0.0,-0.9210141025,0.0,,0.0,-0.008750000001
이영빈,Twins (KBO),1루,97.84106304,0.01435195849,0.03101862515,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.75,0.3442701112,-0.02315281313,-0.001755426022,3.080952381,-0.06490550934,-0.01666666666
한승택,Tigers (KBO),포수,240.3994611,0.06993515766,0.06368515766,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.6666666667,0.5,1.166666667,0.560608897,0.5646255335,-0.001170284014,1.414285714,-0.07660367289,0.006249999999
김태우,Twins (KBO),2루,-129.0188381,-0.07585141025,-0.07710141025,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.9210141025,0.0,,0.0,0.00125
김성윤,Lions (KBO),중견,48.00196281,-0.1074549002,-0.1395382336,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2222222222,0.3108108108,0.253968254,0.5647790648,0.2686370333,-5.367245913,0.04115885575,5.628777555,0.08070472108,0.03208333334
박민준,Bears (KBO),포수,-129.0188381,-0.07085141025,-0.07710141025,112,127,29,4,0,0,5,3,4,2,1,15,3,0,0,7,12,0.0,0.0,0.0,0.0,0.0,-0.9210141025,0.0,,0.0,0.006249999999
김재혁,Lions (KBO),1루,8.450486846,-0.5105790524,-0.4084957191,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1590909091,0.2040816327,0.25,0.4540816327,0.2086158882,-6.013480924,-0.6972023183,7.441045009,0.175726052,-0.1020833333
김도환,Lions (KBO),포수,-129.0188381,-0.07085141025,-0.07710141025,4,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.9210141025,0.0,,0.0,0.006249999999
김세훈,Dinos (KBO),유격,-26.75687032,-0.0575988596,-0.0638488596,44,49,7,2,1,0,3,0,2,0,0,19,2,2,2,6,6,0.0,0.2,0.0,0.2,0.155187139,-0.8496016175,-0.0005851420072,1.414285714,-0.03830183645,0.00625
양우현,Lions (KBO),2루,-89.687312,-0.2687978584,-0.274214525,106,126,22,5,0,1,16,0,0,4,0,33,2,0,0,10,10,0.0,0.08333333333,0.0,0.08333333333,0.05968736116,-3.305639224,-0.0005851420072,-3.347619048,-0.08592088407,0.005416666667
김동헌,Heroes (KBO),포수,107.0687145,0.04838045859,0.03379712526,5,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.2,0.4285714286,0.2,0.6285714286,0.3582734876,0.06633035148,-0.001755426022,1.414285714,-0.07660367289,0.01458333333
김민식,Landers (KBO),포수,56.74767896,0.03398921796,-0.228510782,191,213,48,10,2,4,19,1,1,1,0,44,7,3,4,21,26,0.2075471698,0.3114754098,0.2830188679,0.5944942778,0.2819090512,-7.305564534,-0.01872454423,1.836851137,-1.260818742,0.2625
송찬의,Twins (KBO),지명,-1.930811965,-0.2192210599,-0.1579710599,11,13,0,0,0,0,1,0,0,1,0,5,1,0,0,0,1,0.06666666667,0.25,0.06666666667,0.3166666667,0.1928618,-2.869449573,0.19707429,6.311086463,0.04266468417,-0.06125000001
장재영,Heroes (KBO),중견,89.59655726,0.1485782813,0.1248282813,15,21,1,0,0,0,3,1,1,1,0,6,0,1,0,2,1,0.2127659574,0.350877193,0.3191489362,0.6700261292,0.3317587026,-0.7949242675,-0.009947414123,0.5571428571,-0.7968455053,0.02375
김재성,Lions (KBO),포수,53.48452703,-0.005995529513,-0.05391219617,47,57,10,2,0,1,8,2,0,0,0,26,2,0,0,7,4,0.2,0.3043478261,0.25,0.5543478261,0.2769570713,-1.434164921,-0.003510852043,1.652380952,-0.2514461885,0.04791666666
조형우,Landers (KBO),포수,79.29343684,0.1508062959,0.08205629588,20,23,4,1,0,0,3,0,0,0,0,5,1,0,0,3,1,0.25,0.3636363636,0.25,0.6136363636,0.3161232536,-0.9160006456,-0.007021704087,6.414285714,0.09358530842,0.06874999999
윤준혁,Wiz (KBO),3루,-53.58642054,-0.1252640967,-0.1285974301,113,130,26,4,0,2,11,1,2,2,1,28,1,0,0,11,11,0.125,0.125,0.125,0.25,0.1144720889,-1.647087322,-0.0005851420072,1.414285714,-0.03830183645,0.003333333334
송민섭,Wiz (KBO),우익,76.161789,-0.0310403639,-0.0147903639,28,33,7,0,0,0,1,4,0,0,0,4,0,0,0,4,4,0.1111111111,0.3846153846,0.1111111111,0.4957264957,0.3113708371,-0.4154232799,-0.5494788721,10.81108646,0.1669985131,-0.01625
홍현빈,Wiz (KBO),우익,70.2795181,0.05102087668,0.07852087668,115,130,24,2,1,2,13,0,0,2,0,39,2,2,0,15,12,0.2222222222,0.3333333333,0.3333333333,0.6666666667,0.3024442262,-0.8765008594,-0.003510852043,13.31904762,0.5652204782,-0.0275
함창건,Twins (KBO),좌익,19.81710527,-0.1169637172,-0.09821371716,8,8,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.1666666667,0.2857142857,0.1666666667,0.4523809524,0.2258652433,-1.612303544,-0.002340568029,2.307142857,-0.1174930601,-0.01875
공민규,Lions (KBO),3루,42.11056124,-0.04864518628,-0.05531185295,18,22,4,0,1,0,3,0,0,1,0,7,0,0,0,5,2,0.07692307692,0.25,0.3076923077,0.5576923077,0.2596965662,-1.241632696,-0.001755426022,-5.728571429,-0.1097304079,0.006666666667
박주홍,Heroes (KBO),좌익,-7.882939575,-0.340491463,-0.299241463,13,16,1,0,0,1,1,2,0,0,0,8,1,0,0,1,2,0.07142857143,0.2121212121,0.1071428571,0.3192640693,0.1838291785,-4.77244058,0.196489148,4.294995116,-0.06646319704,-0.04125
김두현,Tigers (KBO),유격,-129.0188381,-0.04890094017,-0.05140094017,12,15,2,0,0,0,2,0,0,1,0,2,1,0,0,3,0,0.0,0.0,0.0,0.0,0.0,-0.6140094017,0.0,,0.0,0.0025
서동욱,Giants (KBO),포수,-0.2406322446,-0.09308949583,-0.1243394958,28,33,2,1,0,0,5,0,0,0,0,11,0,1,0,2,0,0.1428571429,0.2,0.2142857143,0.4142857143,0.1954267238,-2.015621001,-0.001170284014,6.414285714,0.02339632711,0.03125
김호진,Lions (KBO),3루,-53.38911247,-0.4411308832,-0.4536308832,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407,0.1333333333,0.07407407407,0.2074074074,0.1147715128,-6.168642586,-0.002340568029,9.733613445,0.1346743226,0.0125
최항,Giants (KBO),2루,56.07896887,-0.1828605729,-0.2424439062,14,15,2,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0.25,0.3076923077,0.2878787879,0.5955710956,0.2808942536,-8.419424046,-0.5699588424,3.851478469,-0.5850561736,0.05958333334
김민수,Twins (KBO),유격,-17.39188056,-0.1121675576,-0.1246675576,27,30,2,0,0,0,1,1,1,0,0,10,1,0,0,4,3,0.1111111111,0.2,0.1111111111,0.3111111111,0.1693989325,-1.573663524,-0.001170284014,-3.347619048,-0.1718417681,0.0125
박시원,Dinos (KBO),중견,50.27668069,-0.1333334052,-0.1870834052,9,10,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0.2105263158,0.2913385827,0.298245614,0.5895841967,0.2720890201,-8.598518724,0.3812754558,4.948495691,-0.1035907838,0.05375
임종찬,Eagles (KBO),중견,40.47028526,-0.1649726153,-0.191639282,132,143,33,3,1,0,10,1,0,0,0,32,3,0,1,17,12,0.1578947368,0.25,0.2807017544,0.5307017544,0.2572073736,-5.107255607,-0.5529897242,9.129130157,0.5438525118,0.02666666667
김건형,Wiz (KBO),우익,-27.7229459,-0.3397846989,-0.3085346989,9,13,1,0,0,0,3,1,0,0,0,6,0,0,1,6,0,0.125,0.16,0.1666666667,0.3266666667,0.1537210758,-4.280384217,-0.001755426022,3.914285714,-0.05320734579,-0.03125
노진혁,Giants (KBO),유격,53.06897055,-0.1081628637,-0.2656628637,57,64,9,3,2,0,6,1,0,0,0,19,2,0,1,10,7,0.2201834862,0.2983870968,0.3027522936,0.6011393904,0.2763264456,-7.926919437,-0.01813940222,2.269264069,-1.011569799,0.1575
원성준,Heroes (KBO),중견,75.50666719,0.1396116161,0.1058616161,24,25,3,1,0,0,1,0,0,0,0,8,0,0,0,2,1,0.2567567568,0.3,0.3918918919,0.6918918919,0.3103766602,-2.659541191,0.1894674439,2.874878031,-0.5213100921,0.03375
김동엽,Lions (KBO),지명,-30.71961089,-0.3283457513,-0.2670957513,18,21,2,1,0,0,0,1,1,0,1,5,0,0,0,1,2,0.1111111111,0.1904761905,0.1666666667,0.3571428571,0.1491735018,-3.67988172,-0.001170284014,3.914285714,-0.03990550934,-0.06125000001
김성우,Twins (KBO),포수,-129.0188381,-0.1180856837,-0.1285023504,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.535023504,0.0,,0.0,0.01041666667
이창용,Lions (KBO),1루,-34.5863278,-0.2044013736,-0.1773180402,13,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1538461538,0.1538461538,0.1538461538,0.3076923077,0.1433055849,-2.345406446,-0.001170284014,1.414285714,-0.07660367289,-0.02708333333
이학주,Giants (KBO),유격,80.02619095,0.3585215852,0.2272715852,95,105,25,2,2,2,6,2,0,2,0,44,0,0,1,13,4,0.2631578947,0.3203883495,0.3894736842,0.7098620337,0.317235241,-2.811408874,-0.5623519963,6.660457655,0.3964767228,0.13125
박준형,Heroes (KBO),포수,-129.0188381,-0.1180856837,-0.1285023504,78,85,20,4,0,2,5,0,1,1,0,28,1,1,0,7,9,0.0,0.0,0.0,0.0,0.0,-1.535023504,0.0,,0.0,0.01041666667
김찬형,Landers (KBO),2루,-129.0188381,-0.2275542307,-0.2313042307,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-2.763042307,0.0,,0.0,0.00375
정현승,Landers (KBO),우익,21.10882329,-0.1819509783,-0.1482009783,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.2,0.2592592593,0.2,0.4592592593,0.2278254836,-2.855393829,0.1959040059,2.779898494,-0.1725199605,-0.03375
박민석,Wiz (KBO),2루,10.24100966,-0.1289583456,-0.1343750122,25,27,5,0,0,0,2,0,0,0,0,5,0,1,0,0,3,0.2307692308,0.2307692308,0.2307692308,0.4615384615,0.2113330872,-1.564210258,-0.5483085881,11.18290553,0.1187687234,0.005416666667
고영우,Heroes (KBO),3루,67.73503037,0.09463409627,-0.01536590374,13,13,3,0,0,0,0,0,0,0,0,6,0,0,1,5,0,0.2554112554,0.3269230769,0.3116883117,0.6386113886,0.2985828515,-11.41849868,-0.04330050854,3.018751891,-1.891859848,0.11
김재호,Bears (KBO),유격,102.9672717,0.5794139392,0.4431639392,231,264,59,9,2,0,26,0,3,4,0,63,5,0,0,21,29,0.3,0.3962264151,0.3555555556,0.7517819706,0.3520493637,0.433568415,-0.02165025427,1.755984556,-1.430278769,0.13625
한석현,Dinos (KBO),우익,33.14446121,-0.1515954457,-0.1203454457,23,25,5,0,0,0,1,1,0,0,0,7,2,2,1,4,2,0.2173913043,0.28,0.2173913043,0.4973913043,0.2460901059,-2.240532358,-0.1506491562,3.999010488,-0.06227294356,-0.03125
강한울,Lions (KBO),3루,-79.91393272,-0.4741165384,-0.484533205,391,441,96,17,0,11,36,5,7,0,2,78,11,0,1,40,67,0.09523809524,0.09090909091,0.09523809524,0.1861471861,0.07451890413,-6.029462855,-0.001170284014,2.00952381,-0.06469891099,0.01041666667
박한결,Dinos (KBO),좌익,81.36690662,0.04035114304,0.129101143,65,71,12,1,0,7,6,0,0,0,0,29,1,0,0,8,14,0.1846153846,0.2535211268,0.5230769231,0.7765980498,0.3192698373,-1.773442564,-0.005851420072,0.883609494,-0.4796945852,-0.08875
이주찬,Giants (KBO),3루,33.91415636,-0.08190228912,-0.09190228912,21,25,2,0,0,0,0,0,1,3,0,6,1,0,0,1,1,0.1739130435,0.2083333333,0.347826087,0.5561594203,0.2472581529,-2.126148032,-0.001755426022,5.466483516,0.0088805663,0.01
박계범,Bears (KBO),2루,102.1953426,0.08195011816,0.07361678483,23,24,4,1,0,1,1,0,0,0,0,9,1,0,0,6,2,0.2,0.4,0.2666666667,0.6666666667,0.3508779264,0.05885808294,0.1959040059,-1.237958649,-0.5185942406,0.008333333334
김인태,Bears (KBO),좌익,34.92270746,-0.1482848424,-0.1157848424,15,20,3,1,0,0,5,0,0,0,0,7,2,1,0,5,0,0.1739130435,0.2307692308,0.3043478261,0.5351170569,0.2487886746,-2.268175436,-0.002925710036,1.50952381,-0.1867472775,-0.0325
안상현,Landers (KBO),2루,2.973128585,-0.5798759512,-0.6082092845,23,26,4,0,0,1,2,0,1,0,0,7,1,0,0,3,2,0.1746031746,0.223880597,0.1904761905,0.4143567875,0.2003037505,-8.844529996,-0.3547451502,3.224342939,-0.2828176988,0.02833333334
김민석,Giants (KBO),좌익,32.32571401,-0.4343274316,-0.3318274316,63,68,11,1,0,0,4,0,0,1,0,14,0,1,1,2,2,0.2105263158,0.2592592593,0.2763157895,0.5355750487,0.2448476201,-7.438945094,-0.1565005762,6.286653792,0.1771713537,-0.1025
김웅빈,Heroes (KBO),지명,-14.37413182,-0.4732773223,-0.3741106557,93,113,27,5,0,0,14,1,1,4,0,17,3,0,0,12,5,0.1034482759,0.2121212121,0.1034482759,0.315569488,0.1739785021,-5.21291383,-0.004095994051,1.50952381,-0.224096733,-0.09916666668
조용호,Wiz (KBO),우익,52.97249958,-0.4518156873,-0.2455656873,76,82,16,3,1,0,2,3,0,1,0,20,4,2,1,11,6,0.2483221477,0.3086419753,0.2818791946,0.5905211699,0.2761800466,-10.40182777,0.4271154476,3.752745791,-0.7309445484,-0.20625
이호연,Wiz (KBO),3루,-14.7352769,-0.4050741992,-0.4209075325,29,34,3,0,0,0,3,1,0,1,0,14,1,0,0,2,2,0.1666666667,0.1891891892,0.1944444444,0.3836336336,0.1734304481,-5.844594475,-0.003510852043,1.516326531,-0.260969998,0.01583333333
김성현,Landers (KBO),2루,55.96325235,-0.1066490131,-0.1616490131,114,136,26,3,0,1,13,4,1,4,0,20,6,2,0,17,14,0.2181818182,0.3203125,0.2636363636,0.5839488636,0.2807186485,-7.792251949,0.3777646037,3.016683843,-0.8020027858,0.055
김대한,Bears (KBO),우익,13.68896932,-0.7205442567,-0.6130442567,149,165,37,5,0,0,13,0,0,3,0,25,5,5,1,17,13,0.1388888889,0.2380952381,0.1944444444,0.4325396825,0.2165655212,-9.950354933,-0.3570857182,4.475707384,-0.1230019159,-0.1075
박수종,Heroes (KBO),중견,43.42849218,-0.1356822947,-0.1723489614,72,86,10,1,0,1,8,2,2,2,0,25,1,1,1,9,7,0.2179487179,0.2906976744,0.2564102564,0.5471079308,0.2616965858,-6.673508914,0.3871268758,5.952697291,0.1628924244,0.03666666667
이원석,Heroes (KBO),지명,66.56027167,-0.3936781405,-0.07576147383,78,88,17,3,0,0,6,2,0,2,0,7,1,2,0,15,3,0.2197802198,0.3302752294,0.2637362637,0.5940114931,0.2968001023,-4.886107941,-0.01872454423,1.412756849,-1.302782253,-0.3179166667
정보근,Giants (KBO),포수,21.81252892,-0.4727814499,-0.7123647832,91,109,20,4,0,0,14,2,2,0,0,18,2,0,0,5,8,0.212962963,0.2342342342,0.287037037,0.5212712713,0.2288933885,-12.05337935,-0.01345826617,1.882760141,-0.8068102123,0.2395833333
예진원,Heroes (KBO),중견,46.51652389,-0.06566917469,-0.07441917469,379,429,90,23,0,20,36,8,3,0,3,123,2,0,1,50,78,0.2105263158,0.2857142857,0.2631578947,0.5488721805,0.2663828129,-1.505610862,-0.002925710036,0.4835497835,-0.2856551745,0.008750000001
한동희,Giants (KBO),지명,36.8620593,-0.2743964323,-0.1693964323,38,40,6,1,0,0,1,0,0,1,0,10,2,0,0,3,0,0.2571428571,0.2777777778,0.3142857143,0.5920634921,0.2517317283,-3.046959854,-0.004095994051,0.8153846154,-0.4429084744,-0.105
허도환,Twins (KBO),포수,43.18626328,-0.1326436856,-0.3326436856,19,21,4,1,0,0,2,0,0,0,0,8,1,0,0,2,0,0.1527777778,0.3186813187,0.1805555556,0.4992368742,0.2613289925,-7.311363998,-0.5623519963,3.914359564,-0.2527208611,0.2
한유섬,Landers (KBO),우익,93.56044541,0.8998136235,1.431063623,109,116,23,0,1,2,3,0,0,4,0,25,5,0,0,7,5,0.2373333333,0.32,0.456,0.776,0.3377740813,-3.668753878,-0.5998010848,2.748386366,-2.670808803,-0.53125
최주환,Heroes (KBO),1루,77.51207372,-0.5369749666,0.3734416999,72,96,11,2,0,0,9,9,1,5,0,24,4,0,1,10,11,0.2428940568,0.3135011442,0.3643410853,0.6778422294,0.3134199549,-13.17360582,-0.6097484989,1.664115074,-4.332228684,-0.9104166665
이승원,Heroes (KBO),유격,-55.77343724,-0.5334924354,-0.5772424354,35,36,9,2,0,0,0,0,0,0,1,9,1,0,0,1,3,0.09375,0.1212121212,0.125,0.2462121212,0.1111531926,-7.308618045,-0.001755426022,-0.05680272109,-0.2120508832,0.04375
임지열,Heroes (KBO),우익,0.7466787266,-0.5920604973,-0.5208104973,32,35,3,1,0,0,1,0,0,2,0,11,2,0,0,1,0,0.1020408163,0.2105263158,0.1632653061,0.3737916219,0.1969250127,-7.583919639,-0.00643656208,0.9922077922,-0.4677487723,-0.07125
김태근,Bears (KBO),좌익,-25.32263956,-0.4450584101,-0.4113084101,49,57,5,0,0,1,7,0,1,0,0,16,2,0,0,4,5,0.08695652174,0.1923076923,0.08695652174,0.279264214,0.1573636487,-4.535938067,-0.5494788721,-32.52224687,-0.3776671623,-0.03375
김인환,Eagles (KBO),좌익,53.17354275,-0.3457056194,-0.2169556194,23,27,2,0,0,0,0,3,0,1,0,10,0,0,1,7,1,0.2395833333,0.2912621359,0.28125,0.5725121359,0.2764851386,-6.465503406,-0.0163839762,2.252795031,-0.8376688118,-0.12875
오재일,Wiz (KBO),1루,91.57458335,0.2424085473,0.8424085472,98,107,23,1,0,1,8,1,0,0,0,27,3,0,0,10,7,0.246031746,0.3194444444,0.4325396825,0.751984127,0.3347604462,-3.252802485,-0.03861937248,1.930280876,-2.684492671,-0.5999999999
이재상,Heroes (KBO),유격,16.92471777,-0.462171433,-0.572171433,253,290,62,15,1,10,29,1,7,0,0,81,7,0,0,29,37,0.1927710843,0.2298850575,0.2409638554,0.4708489129,0.2214759151,-9.800050554,-0.01053255613,3.414285714,-0.3111312196,0.11
전의산,Landers (KBO),1루,-31.1555429,-1.011650588,-0.8804005876,83,88,16,1,0,1,2,2,0,1,0,33,0,0,0,7,5,0.08771929825,0.1587301587,0.1403508772,0.2990810359,0.1485119554,-11.07646087,-0.5518194402,1.172899729,-0.3257255704,-0.13125
하재훈,Landers (KBO),우익,74.22754698,0.2265495029,0.5290495029,57,63,5,0,0,1,5,0,1,0,0,15,3,0,1,3,3,0.2567567568,0.2946058091,0.4099099099,0.704515719,0.3084355377,-8.360744295,1.770157758,4.896979782,-0.2189184337,-0.3025
,,,,,,225,246,57,13,0,7,13,1,5,2,0,68,4,9,0,29,29,,,,,,,,,,
