name,team,Pos,wRC,oWAR,offWAR,atBats,plateAppearances,hits,doubles,triples,homeRuns,walks,hitByPitch,sacFlies,sacBunts,intentionalWalks,strikeouts,doublePlays,steals,caughtStealing,runs,rbis,avg,obp,slg,ops,wOBA,wRAA,wSB,spd,ubr,PosAdj
오윤석,Wiz (KBO),2루,86.35797348,0.3945900596,0.3362567263,293,312,77,13,0,10,18,1,0,0,0,80,4,1,4,28,40,0.2479338843,0.3309352518,0.3884297521,0.7193650039,0.326844006,-2.560240383,-0.02106511226,2.729880688,-1.056127242,0.05833333334
김형준,Dinos (KBO),포수,67.04577721,0.6368391558,-0.09649417743,330,371,101,13,1,8,36,3,2,0,0,68,12,7,1,51,49,0.1959459459,0.2927536232,0.3885135135,0.6812671367,0.2975368788,-15.54989839,-0.04447079255,1.665466234,-2.970572594,0.7333333332
김동혁,Giants (KBO),중견,61.09108278,0.06896445029,0.06188111695,268,321,60,7,0,14,45,7,1,0,0,99,13,3,0,37,45,0.2,0.2941176471,0.3333333333,0.6274509804,0.288500362,-0.8866901521,0.05110626987,20.35434565,0.6043950518,0.007083333334
김건희,Heroes (KBO),포수,85.1120828,0.7431893441,0.3577726775,15,17,3,0,1,0,2,0,0,0,0,5,0,3,1,6,1,0.2716763006,0.3081081081,0.4104046243,0.7185127324,0.3249533108,-3.692151317,-0.02516110631,1.484929356,-1.954960801,0.3854166666
신윤후,Giants (KBO),우익,5.887990925,-0.2136689802,-0.1824189802,173,185,47,9,0,5,10,0,2,0,0,56,5,0,0,19,23,0.1428571429,0.25,0.1428571429,0.3928571429,0.2047271853,-3.153979541,-0.003510852043,7.326984127,0.08330059072,-0.03125
이정훈,Giants (KBO),지명,100.0277932,0.05976601153,0.3368493449,133,154,31,4,1,0,16,2,1,2,0,32,3,7,2,23,13,0.3086419753,0.3829787234,0.3950617284,0.7780404518,0.3475885727,0.003539455595,-0.0163839762,1.442630385,-1.36866203,-0.2770833334
김태진,Heroes (KBO),유격,21.35505353,-0.6848753797,-0.8773753797,21,25,3,0,0,0,1,2,0,1,0,3,1,0,0,3,1,0.2206896552,0.2466666667,0.2689655172,0.5156321839,0.228199149,-16.2354885,-0.01755426022,4.647953055,-0.2207110324,0.1925
심우준,Wiz (KBO),유격,81.33106366,0.3768817588,0.2343817588,81,95,25,7,0,0,10,0,2,1,1,18,3,0,0,10,17,0.2626262626,0.3482142857,0.3333333333,0.681547619,0.319215444,-2.85297683,0.2323817256,3.201171283,-0.7355873074,0.1425
변우혁,Tigers (KBO),1루,109.7433193,0.5319538222,0.8236204888,272,313,70,8,1,3,29,5,2,5,0,65,3,11,4,38,35,0.296875,0.35,0.4765625,0.8265625,0.3623323209,1.828558208,0.1789348877,3.450775852,-0.7712882081,-0.2916666666
강현우,Wiz (KBO),포수,144.4524724,0.4262502458,0.3512502458,148,157,32,5,1,0,4,0,0,4,1,19,1,0,0,19,7,0.3076923077,0.4705882353,0.4615384615,0.9321266968,0.415005023,2.145221993,-0.008191988101,2.414285714,-0.4245275467,0.07499999999
김호령,Tigers (KBO),중견,15.36050723,-0.2757832412,-0.2936999079,26,36,8,1,0,1,8,0,0,2,0,10,0,0,0,4,8,0.1315789474,0.2325581395,0.2105263158,0.4430844553,0.2191021552,-4.878825961,-0.1518194402,4.540048388,-0.05635367767,0.01791666667
이원석,Eagles (KBO),중견,63.06545887,0.1203372799,0.0565872799,42,47,6,1,0,1,5,0,0,0,0,20,1,3,1,6,3,0.2330827068,0.3178807947,0.2781954887,0.5960762834,0.2914965666,-7.575267217,0.08173256948,6.174940827,0.409407446,0.06375000001
홍종표,Tigers (KBO),2루,86.43718285,0.5053365902,0.4607532569,131,145,27,5,2,6,9,2,2,1,0,32,3,0,0,21,20,0.2989690722,0.3461538462,0.4020618557,0.7482157018,0.3269642097,-1.94539369,-0.5100754424,10.43538361,1.713001701,0.04458333334
류지혁,Lions (KBO),2루,76.95416663,0.7049054278,0.5761554278,97,107,29,4,3,0,6,1,0,3,0,28,0,3,2,23,10,0.2574626866,0.3388157895,0.328358209,0.6671739984,0.3125733058,-9.546072212,-0.2394605711,5.351158437,0.09708706107,0.12875
전민재,Bears (KBO),유격,57.63280524,0.1061619098,-0.1963380902,100,116,26,1,0,2,13,0,0,3,0,20,3,4,1,11,18,0.257918552,0.3012552301,0.3167420814,0.6179973116,0.2832522702,-13.74418188,0.07002972934,4.65472883,-0.3892287494,0.3025
최원영,Twins (KBO),좌익,184.6743429,0.2279609413,0.2529609413,130,142,39,7,2,4,9,2,1,0,0,39,7,1,0,16,14,0.3529411765,0.45,0.5882352941,1.038235294,0.4760435219,2.270155724,-0.9903086425,17.73258594,0.2497623317,-0.025
손성빈,Giants (KBO),포수,60.32112859,0.2518919586,-0.04602470798,17,20,6,1,0,1,1,2,0,0,0,3,0,6,4,11,4,0.2015503876,0.2605633803,0.3875968992,0.6481602795,0.2873319219,-7.606224979,-0.01462855018,5.279824192,0.01060644991,0.2979166666
김병준,Wiz (KBO),중견,88.90406176,0.06663652899,0.06121986232,295,344,59,7,2,14,27,15,4,3,0,71,7,10,3,47,52,0.2727272727,0.3846153846,0.2727272727,0.6573426573,0.3307078095,-0.1933664845,-0.002925710036,8.414285714,0.1584908178,0.005416666667
박지환,Landers (KBO),2루,97.46407273,0.9935055307,0.914338864,221,242,57,5,1,2,12,2,3,3,1,50,7,6,2,30,30,0.3040935673,0.3529411765,0.4093567251,0.7622979016,0.3436980115,-0.6458984073,-0.2712571547,6.194544278,0.5605442023,0.07916666667
박병호,Lions (KBO),1루,94.19733926,0.4025753108,1.062991977,11,13,3,0,0,0,2,0,0,0,0,2,0,0,0,7,0,0.2196969697,0.3470031546,0.3901515152,0.7371546697,0.3387405964,-2.465813694,0.5467520773,1.576670903,-3.30101861,-0.6604166666
전다민,Bears (KBO),좌익,160.5841894,0.3020748393,0.3320748393,171,190,52,8,2,2,12,2,2,3,0,43,3,7,3,26,18,0.3333333333,0.5,0.3888888889,0.8888888889,0.4394856297,1.94914596,0.1935634379,5.061460985,-0.02196100494,-0.03
김민혁,Bears (KBO),지명,240.8450136,0.1560452003,0.1793785336,18,24,6,1,0,0,6,0,0,0,0,7,0,1,0,6,1,0.2,0.5,0.8,1.3,0.561285043,1.510446272,-0.001755426022,1.414285714,-0.1149055093,-0.02333333334
최준우,Landers (KBO),2루,137.1831133,0.2781107021,0.2651940354,27,29,9,1,0,3,1,1,0,0,0,7,1,0,0,6,7,0.2608695652,0.4516129032,0.347826087,0.7994389902,0.4039734433,1.545187769,-0.007021704087,2.128571429,-0.4362257103,0.01291666667
황재균,Wiz (KBO),3루,77.46046182,0.5419050659,0.3531550659,5,8,1,0,0,1,3,0,0,0,0,3,0,0,0,1,2,0.2637889688,0.3125,0.3884892086,0.7009892086,0.3133416315,-13.68727629,-2.542514309,2.895966316,-2.888658743,0.18875
오영수,Dinos (KBO),1루,78.74924391,-0.01094146896,0.05989186437,23,31,6,2,0,0,8,0,0,0,0,7,0,0,0,2,5,0.2,0.2647058824,0.5,0.7647058824,0.3152974163,-0.9685613221,-0.003510852043,2.664285714,-0.1290091822,-0.07083333332
김성욱,Dinos (KBO),중견,66.76043016,0.4408726638,0.2992059971,30,34,6,0,0,3,2,1,1,0,0,6,0,0,0,4,5,0.1979522184,0.293768546,0.3686006826,0.6623692286,0.2971038519,-15.14984293,0.3152845791,6.460084545,0.8266183264,0.1416666667
최정원,Dinos (KBO),2루,79.78629669,0.2393332679,0.1947499346,86,107,21,2,0,0,15,3,2,1,0,25,1,5,3,20,10,0.2441860465,0.3679245283,0.2674418605,0.6353663888,0.3168711906,-2.899368946,-0.6613097406,5.723796731,0.1581780329,0.04458333334
김준태,Wiz (KBO),포수,90.93863273,0.1634004762,0.1009004763,25,30,6,2,0,0,5,0,0,0,0,6,0,0,0,6,3,0.24,0.3666666667,0.32,0.6866666667,0.3337953625,-0.3644087584,-0.005266278065,4.141558442,-0.1213202009,0.06249999999
김현종,Twins (KBO),중견,70.80375539,0.06787091736,0.06245425069,12,13,3,1,0,0,0,1,0,0,0,3,0,0,0,8,2,0.25,0.3076923077,0.3333333333,0.641025641,0.3032397799,-0.5087965577,-0.001755426022,21.41428571,0.4850944907,0.005416666667
디아즈,Lions (KBO),지명,152.4359006,0.1966530258,0.2666530258,120,137,36,5,1,2,11,4,0,2,0,22,4,7,1,20,20,0.347826087,0.375,0.652173913,1.027173913,0.4271202346,1.686994986,-0.003510852043,1.628571429,-0.2169538758,-0.07000000001
김범석,Twins (KBO),지명,100.3474179,0.1540286018,0.6061119352,140,155,38,4,0,6,10,2,1,0,2,44,3,0,0,13,23,0.2714285714,0.335483871,0.4285714286,0.7640552995,0.3480736176,0.07218678848,-0.02340568029,1.295238095,-1.737661756,-0.4520833334
최상민,Landers (KBO),우익,45.79607627,-0.08284305517,-0.07284305517,7,8,1,1,0,0,0,1,0,0,0,3,0,0,1,4,0,0.1428571429,0.25,0.2857142857,0.5357142857,0.2652895012,-0.5812922475,-0.5471383041,,0.0,-0.01
김주성,Twins (KBO),유격,108.6355233,0.05611370364,0.04486370364,6,9,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0.1666666667,0.4444444444,0.1666666667,0.6111111111,0.3606511906,0.1041849502,-0.002340568029,2.664285714,-0.1032073458,0.01125
천재환,Dinos (KBO),우익,105.0355404,0.6910528789,0.8560528789,24,27,7,2,0,1,3,0,0,0,0,4,2,0,0,3,4,0.2956521739,0.3769230769,0.4086956522,0.7856187291,0.3551880545,0.8910330942,0.8294560156,5.815992405,0.2400396793,-0.165
고종욱,Tigers (KBO),좌익,124.069174,0.1364172476,0.1701672476,6,10,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0.2916666667,0.3703703704,0.5,0.8703703704,0.3840724501,0.87116169,-0.004095994051,-0.4821219716,-0.5153932198,-0.03375
양찬열,Bears (KBO),우익,136.001071,0.07631672438,0.08881672438,16,23,3,1,0,0,2,2,0,3,0,7,0,0,0,0,0,0.1666666667,0.5,0.1666666667,0.6666666667,0.402179641,0.482602136,-0.002925710036,3.414285714,-0.09150918224,-0.0125
김현준,Lions (KBO),우익,47.80576719,-0.60812082,-0.38187082,56,66,11,1,0,0,8,0,0,2,0,15,1,0,0,8,2,0.2298136646,0.2824858757,0.3043478261,0.5868337018,0.2683392976,-12.66411693,0.1771794617,4.414532984,-0.3817707325,-0.22625
오선진,Giants (KBO),3루,48.57824129,-0.05346222092,-0.06304555425,12,13,4,2,0,0,1,0,0,0,0,5,0,1,0,0,1,0.1875,0.35,0.25,0.6,0.2695115618,-1.585435508,-0.003510852043,1.414285714,-0.1915091822,0.009583333334
정준영,Wiz (KBO),우익,36.72723611,-0.35936931,-0.27686931,70,84,14,5,0,2,10,3,1,0,0,18,1,0,1,6,8,0.1964285714,0.296875,0.2142857143,0.5111607143,0.251527128,-5.59802147,-0.01053255613,2.822684761,-0.4601390737,-0.0825
홍성호,Bears (KBO),1루,135.3549469,0.1098789296,0.1369622629,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3333333333,0.3846153846,0.5,0.8846153846,0.4011991185,0.616122913,0.198244574,3.349572198,-0.09474485807,-0.02708333333
송승환,Dinos (KBO),우익,-8.506304166,-0.05286622046,-0.04661622046,111,140,21,3,0,0,19,5,1,4,0,27,4,0,0,15,10,0.2,0.2,0.2,0.4,0.1828831946,-0.7272752262,-0.0005851420072,6.414285714,0.01169816355,-0.00625
김민성,Giants (KBO),3루,81.77022984,0.1324880476,0.09748804758,1,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0.2,0.3214285714,0.3571428571,0.6785714286,0.3198818985,-2.052741667,-0.5582560022,2.320079573,-0.6141218552,0.035
하주석,Eagles (KBO),유격,90.64126662,0.4421086691,0.2921086691,110,120,32,8,0,1,7,1,0,2,0,27,0,1,2,10,10,0.2909090909,0.3389830508,0.3909090909,0.7298921418,0.3333440961,-1.505470117,-0.9112457264,3.405031955,-0.6621974656,0.15
류승민,Lions (KBO),우익,211.8543877,0.04562699996,0.04937699996,64,78,11,3,1,1,13,0,0,1,0,16,0,2,0,10,6,0.0,0.6666666667,0.0,0.6666666667,0.5172904634,0.4498296708,-0.001170284014,,-0.1048893872,-0.00375
김재현,Heroes (KBO),포수,52.15554844,-0.01895647729,-0.6064564772,422,458,110,22,0,10,29,1,1,5,0,82,11,4,6,52,51,0.2530120482,0.304029304,0.2931726908,0.5972019948,0.2749402864,-18.08649895,-0.3892685286,2.931048409,-1.688797294,0.5874999999
정은원,Eagles (KBO),좌익,66.71069374,0.02959435696,0.127094357,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.171875,0.3116883117,0.296875,0.6085633117,0.2970283746,-3.480752677,0.3888823019,7.256703903,0.4628139451,-0.0975
김민수,Lions (KBO),포수,1037.823121,0.132800549,0.1307172157,114,130,29,4,0,1,13,2,0,1,0,41,0,0,0,6,8,1.0,1.0,4.0,5.0,1.770735194,1.257172157,0.0,,0.0,0.002083333333
이병헌,Lions (KBO),포수,77.85897561,0.4019490206,0.1311156873,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0.2543859649,0.3410852713,0.3157894737,0.656874745,0.3139463941,-3.858467807,-0.02282053828,2.055311355,-1.307554782,0.2708333333
박경수,Wiz (KBO),2루,343.5238703,0.1164658215,0.1152158215,76,87,17,0,0,1,8,3,0,0,0,21,1,0,0,5,7,0.6666666667,0.6666666667,1.0,1.666666667,0.7171048298,0.9793470298,-0.0005851420072,6.414285714,0.02339632711,0.00125
이진영,Eagles (KBO),중견,63.70865931,-0.04220860041,-0.06887526708,252,285,63,10,0,0,11,9,4,9,0,51,6,1,1,24,25,0.2,0.3125,0.2727272727,0.5852272727,0.2924726522,-3.113556886,-0.5559154342,3.954584942,-0.2192803509,0.02666666667
김강민,Eagles (KBO),중견,65.23376706,-0.01755807288,-0.05380807289,25,30,5,0,0,0,3,2,0,0,0,6,1,9,2,15,1,0.2236842105,0.3218390805,0.2631578947,0.5849969752,0.2947870719,-4.054625122,-0.0157988342,1.837566138,-0.8176567731,0.03625
장두성,Giants (KBO),중견,57.522893,0.1284699941,0.1159699941,29,30,8,4,0,0,1,0,0,0,0,7,0,0,1,5,2,0.2,0.3333333333,0.2,0.5333333333,0.2830854734,-1.708244392,0.7010422557,16.35950398,0.6669020771,0.0125
천성호,Wiz (KBO),2루,89.57005717,1.276091873,1.171091873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2987012987,0.3505976096,0.3722943723,0.7228919819,0.3317184875,-3.523354058,1.355529207,6.7313805,1.278743581,0.105
박민,Tigers (KBO),유격,77.46310805,0.04200703333,0.004507033332,136,155,26,3,0,5,9,7,1,2,0,25,4,0,0,11,20,0.275862069,0.3,0.4137931034,0.7137931034,0.3133456473,-0.9063357184,-0.5494788721,5.255530908,0.0008849239031,0.0375
송지후,Heroes (KBO),2루,-129.0188381,-0.02528380342,-0.02570047008,8,9,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,0.0004166666667
도태훈,Dinos (KBO),1루,50.80899997,-0.6159486961,-0.3326153628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.1775700935,0.3257575758,0.2056074766,0.5313650524,0.2728968385,-8.968057384,-0.02340568029,2.258441558,-1.134690564,-0.2833333333
김병휘,Heroes (KBO),유격,-4.279552261,-0.07233748937,-0.08358748937,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.125,0.2222222222,0.125,0.3472222222,0.1892974809,-1.258100937,-0.001170284014,3.914285714,-0.02660367289,0.01125
유강남,Giants (KBO),포수,54.9056382,0.0508326174,-0.2720840492,30,35,10,1,0,0,2,3,0,0,0,8,1,0,0,7,2,0.1911764706,0.2745098039,0.3235294118,0.5980392157,0.2791136714,-9.369744784,-0.01989482825,1.640466424,-1.08120088,0.3229166666
이호준,Giants (KBO),2루,382.2910006,0.03795540169,0.03753873502,84,91,20,4,0,2,5,0,1,1,0,23,0,4,0,13,12,,1.0,,1.0,0.775935695,0.3784171858,-0.0005851420072,,-0.05244469359,0.0004166666667
김재상,Lions (KBO),2루,55.29376929,0.04261935736,0.004702690688,18,19,4,1,0,0,0,1,0,0,0,3,1,0,0,2,1,0.2380952381,0.2777777778,0.3571428571,0.6349206349,0.2797026778,-5.45359981,0.7888823019,5.947705944,0.1617444145,0.03791666667
정대선,Giants (KBO),2루,-129.0188381,-0.05056760683,-0.05140094017,36,39,10,3,1,0,3,0,0,0,0,5,2,0,0,10,7,0.0,0.0,0.0,0.0,0.0,-0.6140094017,0.0,,0.0,0.0008333333334
김한별,Dinos (KBO),유격,123.9105392,0.3152349292,0.2714849292,16,18,4,0,0,0,2,0,0,0,0,4,0,0,0,2,1,0.3333333333,0.4285714286,0.3666666667,0.7952380952,0.3838317148,1.121840807,-0.008191988101,4.004473304,-0.1487995265,0.04375
김태훈,Lions (KBO),우익,39.06575019,-0.09378949478,-0.07003949478,72,83,14,3,0,0,9,1,1,0,0,28,2,0,1,8,5,0.2222222222,0.2631578947,0.2777777778,0.5409356725,0.2550759284,-1.551989891,-0.002340568029,2.842857143,-0.09606448865,-0.02375
박정우,Tigers (KBO),중견,91.40162869,0.1912576956,0.1750076956,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.2777777778,0.3333333333,0.4166666667,0.75,0.3344979798,-0.4495257983,-0.005266278065,7.205000376,0.2548690322,0.01625
서예일,Bears (KBO),3루,62.22886319,-0.006971632106,-0.01447163211,9,10,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0.25,0.3333333333,0.25,0.5833333333,0.290226995,-0.9113944503,-0.003510852043,3.080952381,-0.1298110187,0.007500000001
오명진,Bears (KBO),2루,126.6360813,0.01267159827,0.01183826494,3,3,1,0,0,0,0,0,0,0,0,1,0,2,1,5,0,0.0,0.5,0.0,0.5,0.3879678475,0.07141248496,-0.0005851420072,,-0.05244469359,0.0008333333334
김수윤,Dinos (KBO),1루,42.6246797,-0.05941228344,-0.03857895011,165,185,38,10,1,0,9,4,3,4,0,44,4,1,0,20,11,0.2222222222,0.3,0.2222222222,0.5222222222,0.2604767641,-0.7691285657,-0.001755426022,1.414285714,-0.1149055093,-0.02083333333
전병우,Lions (KBO),3루,43.87651279,-0.2945823848,-0.3291657181,8,9,1,0,0,0,1,0,0,0,0,2,0,11,6,16,0,0.1944444444,0.2891566265,0.2361111111,0.5252677376,0.2623764772,-6.244484023,-0.5588411443,2.342960206,-0.6383320137,0.03458333334
김대원,Twins (KBO),지명,72.63440736,-0.01946908088,-0.01071908088,24,25,8,2,0,2,1,0,0,0,0,6,1,0,1,2,5,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.3060178766,-0.1100525047,-0.1471383041,31.64871659,0.0,-0.008750000001
최승민,Twins (KBO),좌익,-4.988885285,-0.381439989,-0.370189989,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.125,0.2222222222,0.125,0.3472222222,0.1882210361,-1.266658823,-1.080489257,50.36326461,-1.80475181,-0.01125
김규성,Tigers (KBO),유격,278.2156309,0.1853448651,0.1778448651,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.6666666667,0.75,1.416666667,0.6179966368,1.433411423,-0.001755426022,6.414285714,0.04679265421,0.0075
카데나스,Lions (KBO),우익,148.7678373,0.1749233789,0.2061733789,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333333333,0.36,0.6666666667,1.026666667,0.4215537835,1.634358492,-0.5494788721,0.6920388443,-0.2731458309,-0.03125
강성우,Giants (KBO),지명,71.1414169,-0.06006949667,-0.05131949667,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,1.0,0.3037521964,-0.1160566626,-0.5471383041,4.057142857,0.0,-0.008750000001
장규빈,Bears (KBO),포수,22.22109601,-0.01226108506,-0.02059441839,18,21,5,0,1,1,1,1,1,0,0,6,0,0,0,4,2,0.25,0.25,0.25,0.5,0.2295134075,-0.4170572055,-0.0005851420072,6.414285714,0.01169816355,0.008333333332
안승한,Bears (KBO),포수,-8.026890804,-0.04087822181,-0.05129488848,233,254,69,8,3,1,18,1,1,1,0,43,5,7,0,40,17,0.2,0.2,0.2,0.4,0.183610726,-0.7240619063,-0.0005851420072,1.414285714,-0.03830183645,0.01041666667
정우영,Twins (KBO),P,-129.0188381,-0.02570047008,-0.02570047008,58,67,11,4,0,0,7,2,0,0,0,18,1,0,1,9,8,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,
안현민,Wiz (KBO),좌익,119.1462618,0.1710175638,0.1972675638,55,62,11,1,0,1,6,0,0,1,0,18,2,0,0,7,5,0.2777777778,0.3333333333,0.5555555556,0.8888888889,0.3766017093,0.5389855301,-0.002925710036,12.97678571,0.3866158178,-0.02625
주성원,Heroes (KBO),우익,44.71721047,-0.2845256747,-0.2070256747,8,9,1,0,0,0,1,0,0,0,0,2,0,3,2,12,0,0.2,0.2786885246,0.2727272727,0.5514157973,0.2636522738,-4.59468198,-0.008777130109,1.701984127,-0.5667976371,-0.0775
이상혁,Eagles (KBO),우익,-2.992659268,-0.1399351574,-0.1286851574,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0.2222222222,0.125,0.3472222222,0.1912503989,-1.242574966,-0.4942766082,36.21753951,0.0,-0.01125
백두산,Giants (KBO),포수,-129.0188381,-0.02361713675,-0.02570047008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,0.002083333333
백승현,Twins (KBO),P,-129.0188381,-0.02570047008,-0.02570047008,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,
문승원,Landers (KBO),P,-129.0188381,-0.02570047008,-0.02570047008,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,
권휘,Bears (KBO),P,-129.0188381,-0.02570047008,-0.02570047008,7,7,2,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,
안주형,Lions (KBO),2루,43.69816418,-0.3277843845,-0.3836177178,113,134,27,2,0,0,11,1,0,9,0,30,3,4,2,22,8,0.2389380531,0.312,0.2566371681,0.5686371681,0.2621058252,-10.11349288,-0.3147565785,4.944670127,-0.1079277236,0.05583333334
황대인,Tigers (KBO),1루,73.95075282,-0.006745919906,0.007837413425,6,7,3,2,0,0,1,0,0,0,0,3,0,2,0,2,1,0.2857142857,0.2857142857,0.4285714286,0.7142857143,0.3080154901,-0.2444370509,-0.0005851420072,3.914285714,-0.02660367289,-0.01458333333
박영빈,Dinos (KBO),좌익,263.524839,0.2277185605,0.2364685605,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.5,0.5714285714,0.8333333333,1.404761905,0.595702699,1.53446006,0.398829716,7.279365079,0.08139582882,-0.00875
최민창,Landers (KBO),우익,-129.0188381,-0.08085141025,-0.07710141025,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.9210141025,0.0,,0.0,-0.00375
전준호,Twins (KBO),포수,-129.0188381,-0.02361713675,-0.02570047008,48,55,8,1,0,0,4,0,1,2,0,13,2,2,0,7,3,0.0,0.0,0.0,0.0,0.0,-0.3070047008,0.0,,0.0,0.002083333333
안익훈,Twins (KBO),좌익,0.7588429464,-0.4959250152,-0.4271750152,17,19,4,1,0,0,2,0,0,0,0,3,1,0,1,6,3,0.1666666667,0.2264150943,0.1875,0.4139150943,0.1969434724,-7.316920343,0.3935634379,4.424525635,-0.09839324683,-0.06875
김시앙,Heroes (KBO),포수,-41.68401899,-0.08225670669,-0.09684004002,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1428571429,0.1428571429,0.1428571429,0.2857142857,0.132534519,-1.329513422,-0.0005851420072,6.414285714,0.01169816355,0.01458333333
강진성,Landers (KBO),지명,18.23137791,-0.286325324,-0.1959086573,27,31,5,0,0,0,3,0,0,1,0,5,0,0,0,4,2,0.1851851852,0.2666666667,0.1851851852,0.4518518519,0.2234588307,-3.397990745,-0.004681136058,3.914285714,-0.1064146916,-0.09041666668
김성진,Twins (KBO),지명,10.51485881,-0.08707614124,-0.06374280791,83,88,20,3,0,3,4,0,1,0,0,31,1,1,0,14,10,0.1428571429,0.25,0.1428571429,0.3928571429,0.2117486656,-0.9596541222,-0.001170284014,1.414285714,-0.07660367289,-0.02333333334
최명경,Twins (KBO),3루,72.63440736,0.001356051689,0.0001060516893,7,8,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.3060178766,-0.1100525047,-0.0005851420072,1.414285714,-0.03830183645,0.00125
임병욱,Heroes (KBO),중견,66.53910227,0.08335229584,0.04668562917,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2409638554,0.2727272727,0.3855421687,0.6582694414,0.2967679768,-3.947244963,0.1894674439,4.40939227,-0.1753661887,0.03666666667
장준원,Wiz (KBO),유격,18.13108943,-0.09948816764,-0.1219881676,14,18,1,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0.07142857143,0.2777777778,0.07142857143,0.3492063492,0.2233066384,-1.975446784,-0.002925710036,2.414285714,-0.1415091822,0.0225
류효승,Landers (KBO),지명,-129.0188381,-0.0572342735,-0.05140094017,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.6140094017,0.0,,0.0,-0.005833333334
유로결,Eagles (KBO),중견,67.0414242,-0.0391807477,-0.04709741436,16,21,2,0,0,0,1,3,0,1,0,8,0,0,1,0,1,0.2352941176,0.3157894737,0.2941176471,0.6099071207,0.2975302729,-0.8394519771,-0.5494788721,4.60360347,-0.03204329444,0.007916666667
박성빈,Heroes (KBO),포수,-4.279552261,-0.06983748937,-0.08858748937,8,9,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.125,0.2222222222,0.125,0.3472222222,0.1892974809,-1.258100937,-0.001170284014,1.414285714,-0.07660367289,0.01875
김주형,Heroes (KBO),유격,29.26093302,-0.1333825604,-0.1596325604,7,9,0,0,0,0,2,0,0,0,0,4,0,1,0,1,0,0.125,0.3,0.125,0.425,0.240196677,-1.991372203,-0.5500640141,,-0.1048893872,0.02625
김창평,Landers (KBO),지명,-15.39442946,-0.09863521037,-0.07238521036,44,48,11,0,0,0,2,0,0,2,0,12,0,0,1,12,3,0.0,0.2222222222,0.0,0.2222222222,0.1724301545,-1.392198534,0.198829716,6.220305089,0.0195167146,-0.02625
최경모,Landers (KBO),2루,25.53058843,-0.2594374588,-0.2802707921,35,50,6,0,0,0,8,0,0,7,0,7,2,6,3,12,0,0.1714285714,0.3255813953,0.1714285714,0.4970099668,0.2345357112,-4.991392764,-0.4478514744,6.485708604,0.136536317,0.02083333334
안치영,Wiz (KBO),중견,30.57850399,-0.2257487454,-0.2457487454,9,10,2,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0.25,0.2826086957,0.25,0.5326086957,0.2421961503,-4.466928739,-0.5541600082,6.607813467,0.163601293,0.02
권동진,Wiz (KBO),2루,42.80401383,-0.01917188217,-0.02333854883,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.2222222222,0.3,0.2222222222,0.5222222222,0.2607489117,-0.766724553,-0.001755426022,6.414285714,0.03509449066,0.004166666667
